Order Date,Product Name,category,Region,Orders,Revenue,Profit,Expense
2022-01-09,Tablet,Electronics,West,7,7623,1459.84,6163.16
2022-08-14,Mouse,Accessories,North,9,3384,252.11,3131.89
2022-01-01,Monitor,Accessories,South,8,1296,273.97,1022.03
2024-07-25,Tablet,Electronics,West,8,2840,262.62,2577.38
2024-08-22,Camera,Electronics,East,7,1540,342.93,1197.07
2022-06-28,Camera,Electronics,West,2,1414,308.39,1105.61
2023-04-26,Camera,Electronics,West,8,8328,466.38,7861.62
2023-08-29,Camera,Electronics,North,2,744,217.21,526.79
2023-01-02,Mouse,Accessories,South,9,1773,168.01,1604.99
2023-08-11,Smartphone,Electronics,East,7,6034,1018.37,5015.63
2023-06-22,Smartphone,Electronics,South,9,756,99.21,656.79
2024-07-27,Monitor,Accessories,East,8,2256,468.52,1787.48
2023-11-30,Monitor,Accessories,North,7,875,203.63,671.37
2024-11-26,Headphones,Accessories,South,4,1208,115.13,1092.87
2023-08-15,Headphones,Accessories,South,2,352,54.19,297.81
2023-02-23,Printer,Office,West,6,4266,357.51,3908.49
2022-03-26,Tablet,Electronics,North,7,1841,496.89,1344.11
2024-07-27,Camera,Electronics,East,1,712,89.5,622.5
2024-03-23,Printer,Office,West,2,724,72.19,651.81
2024-12-09,Smartphone,Electronics,West,8,5832,662.72,5169.28
2023-06-17,Keyboard,Accessories,South,6,4188,989.14,3198.86
2023-09-21,Tablet,Electronics,West,1,392,50.7,341.3
2022-05-14,Laptop,Electronics,East,9,963,49.71,913.29
2024-04-13,Camera,Electronics,West,6,5706,319.46,5386.54
2024-06-11,Headphones,Accessories,West,7,1365,312.04,1052.96
2023-05-23,Headphones,Accessories,South,1,202,11.24,190.76
2023-12-24,Smartphone,Electronics,North,9,2430,613.67,1816.33
2023-04-26,Monitor,Accessories,South,3,2670,515.39,2154.61
2022-01-21,Tablet,Electronics,South,7,2758,520.66,2237.34
2022-10-14,Monitor,Accessories,South,9,873,82.35,790.65
2023-08-23,Smartwatch,Electronics,West,9,7245,1410.92,5834.08
2023-09-13,Camera,Electronics,North,4,960,255.24,704.76
2024-12-28,Smartwatch,Electronics,East,4,1284,171.02,1112.98
2023-06-09,Mouse,Accessories,West,4,512,110.47,401.53
2022-07-10,Smartwatch,Electronics,South,9,9729,2039.41,7689.59
2023-01-11,Camera,Electronics,North,5,1580,166.16,1413.84
2023-07-26,Mouse,Accessories,East,8,976,234.24,741.76
2024-01-05,Printer,Office,North,8,1824,495.35,1328.65
2023-05-08,Smartphone,Electronics,South,4,3188,202.81,2985.19
2023-11-29,Camera,Electronics,East,7,5467,556.02,4910.98
2024-09-05,Smartphone,Electronics,South,6,5406,1277.46,4128.54
2024-08-08,Headphones,Accessories,East,8,2984,742.31,2241.69
2023-04-12,Printer,Office,North,1,919,193.35,725.65
2023-08-18,Camera,Electronics,South,6,1686,426.72,1259.28
2023-06-02,Laptop,Electronics,West,7,4165,493.24,3671.76
2023-11-17,Smartphone,Electronics,West,7,1281,282.63,998.37
2024-06-17,Smartwatch,Electronics,East,3,2829,362.16,2466.84
2024-04-06,Monitor,Accessories,West,3,2211,292.31,1918.69
2024-12-18,Headphones,Accessories,East,4,4740,607.81,4132.19
2023-12-09,Camera,Electronics,East,1,718,169.09,548.91
2022-10-10,Headphones,Accessories,North,6,1716,108.81,1607.19
2024-04-22,Monitor,Accessories,South,7,1547,152.59,1394.41
2022-06-14,Mouse,Accessories,North,1,739,111.18,627.82
2023-09-03,Laptop,Electronics,West,3,819,231.88,587.12
2023-12-19,Laptop,Electronics,South,8,5696,1156.3,4539.7
2023-01-22,Monitor,Accessories,South,2,1706,184.71,1521.29
2024-01-23,Camera,Electronics,North,2,2066,608.23,1457.77
2024-06-07,Laptop,Electronics,North,2,256,35.66,220.34
2024-02-04,Smartphone,Electronics,North,2,1102,182.54,919.46
2024-08-31,Monitor,Accessories,North,8,2872,483.94,2388.06
2024-11-11,Tablet,Electronics,East,4,2584,394.52,2189.48
2024-07-27,Mouse,Accessories,North,2,1366,298.32,1067.68
2024-05-11,Smartwatch,Electronics,South,7,1253,354.23,898.77
2023-03-24,Laptop,Electronics,West,7,2618,300.81,2317.19
2022-09-22,Headphones,Accessories,East,9,6822,1811.37,5010.63
2023-11-05,Keyboard,Accessories,East,6,5286,636.16,4649.84
2024-06-13,Monitor,Accessories,North,1,579,133.57,445.43
2022-02-28,Laptop,Electronics,West,8,1392,190.99,1201.01
2022-11-14,Laptop,Electronics,West,9,2493,696.69,1796.31
2023-09-17,Smartphone,Electronics,North,7,6461,766.45,5694.55
2022-08-17,Tablet,Electronics,East,2,1486,201.07,1284.93
2023-05-14,Printer,Office,South,1,1152,280.28,871.72
2022-03-12,Smartwatch,Electronics,West,2,1750,103.99,1646.01
2022-07-12,Smartphone,Electronics,West,7,4417,495.37,3921.63
2024-07-05,Laptop,Electronics,South,4,3724,276.85,3447.15
2023-06-16,Camera,Electronics,West,3,2220,121.14,2098.86
2023-06-20,Monitor,Accessories,West,8,9104,2620.58,6483.42
2024-08-08,Printer,Office,West,3,3093,584.23,2508.77
2023-03-01,Headphones,Accessories,South,6,3048,842.24,2205.76
2022-05-02,Smartphone,Electronics,North,1,161,36.58,124.42
2023-07-23,Monitor,Accessories,West,7,7238,1889.69,5348.31
2024-03-30,Smartphone,Electronics,North,3,3561,347.31,3213.69
2022-08-07,Monitor,Accessories,North,5,1850,534.39,1315.61
2022-03-06,Mouse,Accessories,West,6,3522,626.72,2895.28
2023-11-24,Smartwatch,Electronics,East,1,584,172.4,411.6
2023-08-31,Smartphone,Electronics,East,4,2556,412.44,2143.56
2023-10-14,Smartphone,Electronics,South,2,348,56.31,291.69
2023-05-16,Monitor,Accessories,South,9,1602,142.49,1459.51
2023-06-19,Monitor,Accessories,South,3,2853,437.59,2415.41
2023-07-21,Printer,Office,West,1,1024,230.3,793.7
2022-03-20,Camera,Electronics,East,5,4485,1324.49,3160.51
2023-08-06,Printer,Office,East,2,436,79.69,356.31
2024-10-21,Smartwatch,Electronics,North,2,2232,150.12,2081.88
2022-08-14,Keyboard,Accessories,South,6,7056,1445.01,5610.99
2022-03-15,Keyboard,Accessories,East,5,875,96.65,778.35
2022-02-01,Smartwatch,Electronics,East,3,315,61.94,253.06
2022-04-24,Laptop,Electronics,East,2,358,51.75,306.25
2023-03-23,Camera,Electronics,South,7,3451,194.42,3256.58
2022-02-10,Laptop,Electronics,North,9,1350,189.13,1160.87
2023-10-19,Tablet,Electronics,West,8,3320,413.32,2906.68
2024-09-10,Mouse,Accessories,North,9,8442,940.33,7501.67
2022-06-17,Keyboard,Accessories,South,1,166,31.97,134.03
2023-08-09,Mouse,Accessories,North,5,3720,448.6,3271.4
2023-07-11,Laptop,Electronics,South,2,1090,136.65,953.35
2024-01-05,Laptop,Electronics,West,9,9783,2347.49,7435.51
2022-09-22,Smartphone,Electronics,North,4,2432,657.18,1774.82
2023-06-22,Mouse,Accessories,North,7,4060,291.42,3768.58
2023-03-26,Smartwatch,Electronics,North,1,387,99.59,287.41
2023-08-11,Smartwatch,Electronics,North,3,966,120.56,845.44
2024-05-17,Tablet,Electronics,North,3,3366,882.29,2483.71
2024-06-30,Monitor,Accessories,West,7,7833,1843.94,5989.06
2023-04-09,Monitor,Accessories,West,1,610,33.55,576.45
2022-05-28,Smartwatch,Electronics,West,8,4288,597.09,3690.91
2022-07-18,Printer,Office,North,9,7740,605.35,7134.65
2024-08-20,Smartwatch,Electronics,West,9,3150,457.13,2692.87
2023-12-31,Keyboard,Accessories,West,2,894,224.75,669.25
2022-10-09,Laptop,Electronics,North,8,7544,1219.73,6324.27
2024-03-01,Keyboard,Accessories,North,8,6360,1871.88,4488.12
2022-03-19,Smartphone,Electronics,West,4,2428,485.75,1942.25
2022-10-05,Headphones,Accessories,South,2,574,38.52,535.48
2023-04-25,Keyboard,Accessories,West,6,6744,660.47,6083.53
2023-09-11,Headphones,Accessories,North,6,798,213.4,584.6
2023-01-13,Printer,Office,North,5,2860,339.0,2521.0
2022-04-03,Printer,Office,South,5,5410,1129.77,4280.23
2023-02-26,Laptop,Electronics,West,5,4445,580.15,3864.85
2024-11-03,Smartwatch,Electronics,South,8,7536,1197.09,6338.91
2023-09-26,Monitor,Accessories,North,7,4165,263.26,3901.74
2024-02-19,Laptop,Electronics,East,3,3021,763.99,2257.01
2024-04-29,Keyboard,Accessories,North,2,310,70.66,239.34
2024-05-15,Headphones,Accessories,South,2,2170,522.0,1648.0
2024-10-22,Tablet,Electronics,West,3,2832,317.76,2514.24
2022-07-31,Smartwatch,Electronics,West,5,3945,392.09,3552.91
2022-09-10,Tablet,Electronics,South,4,2104,308.0,1796.0
2022-08-24,Monitor,Accessories,South,2,2060,517.64,1542.36
2024-06-23,Printer,Office,North,4,1060,155.78,904.22
2023-01-13,Smartwatch,Electronics,South,6,810,108.61,701.39
2022-09-23,Laptop,Electronics,West,3,873,57.42,815.58
2022-02-08,Tablet,Electronics,West,5,595,121.11,473.89
2022-12-18,Laptop,Electronics,West,2,1562,119.56,1442.44
2022-01-25,Smartwatch,Electronics,East,9,5337,1575.99,3761.01
2022-12-09,Printer,Office,North,2,212,13.4,198.6
2023-06-14,Printer,Office,East,8,2704,705.74,1998.26
2024-05-31,Laptop,Electronics,North,5,3225,523.32,2701.68
2023-08-07,Monitor,Accessories,North,2,1342,184.59,1157.41
2022-07-13,Mouse,Accessories,South,7,3395,1012.78,2382.22
2024-12-01,Smartwatch,Electronics,East,4,3968,480.72,3487.28
2024-04-12,Smartphone,Electronics,West,5,4555,776.65,3778.35
2022-02-26,Tablet,Electronics,West,2,2132,365.44,1766.56
2022-03-31,Mouse,Accessories,West,6,6516,842.83,5673.17
2023-08-17,Smartwatch,Electronics,North,2,2040,481.15,1558.85
2024-09-23,Mouse,Accessories,East,6,6126,428.38,5697.62
2022-09-11,Smartwatch,Electronics,West,8,520,30.58,489.42
2023-01-01,Camera,Electronics,South,5,4470,526.96,3943.04
2024-07-12,Smartwatch,Electronics,West,8,5504,1196.78,4307.22
2022-01-11,Headphones,Accessories,West,4,3036,511.69,2524.31
2024-10-05,Smartwatch,Electronics,East,5,2725,308.29,2416.71
2024-09-16,Printer,Office,North,8,4080,336.96,3743.04
2024-05-23,Keyboard,Accessories,North,8,3080,776.6,2303.4
2023-06-08,Smartwatch,Electronics,North,5,1525,413.75,1111.25
2022-07-16,Monitor,Accessories,South,4,1332,342.85,989.15
2023-07-24,Smartphone,Electronics,South,7,4669,803.21,3865.79
2022-03-12,Smartwatch,Electronics,West,6,5310,1099.84,4210.16
2023-01-12,Camera,Electronics,East,8,9392,2651.84,6740.16
2022-11-03,Monitor,Accessories,South,5,1350,198.19,1151.81
2024-03-14,Monitor,Accessories,North,4,3648,768.61,2879.39
2023-07-27,Printer,Office,North,2,300,47.59,252.41
2022-08-14,Smartphone,Electronics,North,3,3408,727.26,2680.74
2024-11-17,Keyboard,Accessories,South,9,4302,475.96,3826.04
2024-05-13,Keyboard,Accessories,South,5,4575,771.24,3803.76
2022-10-21,Laptop,Electronics,East,8,9304,1855.7,7448.3
2024-04-15,Monitor,Accessories,East,4,1928,232.48,1695.52
2023-01-17,Printer,Office,East,2,1042,86.24,955.76
2023-11-28,Tablet,Electronics,East,3,2214,507.7,1706.3
2024-05-03,Keyboard,Accessories,South,4,3024,678.26,2345.74
2023-08-11,Camera,Electronics,East,2,1104,173.01,930.99
2022-07-26,Mouse,Accessories,East,8,6056,1631.71,4424.29
2023-02-07,Mouse,Accessories,South,5,5295,1375.98,3919.02
2022-01-19,Smartphone,Electronics,North,4,3668,839.4,2828.6
2023-06-30,Printer,Office,South,9,4293,295.47,3997.53
2022-08-19,Mouse,Accessories,North,7,5789,950.45,4838.55
2023-08-27,Smartwatch,Electronics,North,6,4440,800.92,3639.08
2022-03-10,Printer,Office,South,5,5515,330.02,5184.98
2024-10-12,Camera,Electronics,North,4,784,192.77,591.23
2024-06-15,Laptop,Electronics,East,4,576,156.59,419.41
2024-09-09,Smartwatch,Electronics,West,5,705,198.62,506.38
2023-09-24,Keyboard,Accessories,North,6,4458,1215.3,3242.7
2022-08-25,Smartphone,Electronics,East,6,6780,811.92,5968.08
2023-10-01,Smartwatch,Electronics,North,5,3970,642.7,3327.3
2023-01-08,Monitor,Accessories,North,7,5131,368.11,4762.89
2022-10-02,Laptop,Electronics,East,7,1750,90.21,1659.79
2022-02-11,Tablet,Electronics,East,7,8337,753.35,7583.65
2022-09-15,Keyboard,Accessories,East,9,9810,549.46,9260.54
2024-01-28,Keyboard,Accessories,East,3,2658,794.36,1863.64
2022-07-23,Printer,Office,West,1,473,43.65,429.35
2022-01-14,Tablet,Electronics,North,9,2205,410.01,1794.99
2023-06-13,Smartphone,Electronics,South,9,6948,1409.3,5538.7
2022-09-09,Tablet,Electronics,North,3,774,212.02,561.98
2023-12-26,Tablet,Electronics,North,3,2532,343.13,2188.87
2024-11-16,Laptop,Electronics,West,7,6587,1173.91,5413.09
2024-04-01,Smartphone,Electronics,East,7,7266,806.79,6459.21
2024-11-27,Smartphone,Electronics,East,7,6867,502.06,6364.94
2023-07-01,Camera,Electronics,South,9,4887,396.36,4490.64
2023-02-13,Mouse,Accessories,West,4,864,251.99,612.01
2023-11-09,Smartphone,Electronics,East,6,5190,1215.07,3974.93
2022-05-20,Keyboard,Accessories,South,8,2128,294.45,1833.55
2024-06-26,Mouse,Accessories,East,2,1718,218.82,1499.18
2022-05-02,Smartphone,Electronics,North,2,1270,229.39,1040.61
2023-05-18,Keyboard,Accessories,East,7,2569,130.19,2438.81
2022-02-14,Printer,Office,South,2,1518,262.65,1255.35
2022-11-22,Headphones,Accessories,South,2,1210,268.37,941.63
2022-03-15,Mouse,Accessories,East,2,1128,94.13,1033.87
2023-08-23,Headphones,Accessories,North,1,1077,77.97,999.03
2023-12-18,Keyboard,Accessories,East,6,2244,517.47,1726.53
2022-09-16,Mouse,Accessories,West,8,1608,464.18,1143.82
2024-12-15,Camera,Electronics,West,5,3685,476.2,3208.8
2024-04-25,Camera,Electronics,North,8,4080,1079.49,3000.51
2024-02-09,Monitor,Accessories,North,1,404,84.4,319.6
2023-04-19,Keyboard,Accessories,South,2,1738,163.38,1574.62
2023-01-31,Printer,Office,West,3,828,210.33,617.67
2023-11-24,Mouse,Accessories,North,4,4344,461.72,3882.28
2023-10-02,Tablet,Electronics,North,1,1130,268.88,861.12
2024-04-18,Headphones,Accessories,North,3,1698,304.91,1393.09
2023-06-27,Tablet,Electronics,East,4,844,136.02,707.98
2023-02-20,Printer,Office,West,2,2286,218.18,2067.82
2023-12-12,Camera,Electronics,East,2,1026,170.31,855.69
2023-10-04,Laptop,Electronics,West,6,6984,1433.65,5550.35
2022-02-18,Monitor,Accessories,West,4,1672,432.35,1239.65
2023-01-08,Laptop,Electronics,North,6,1092,63.98,1028.02
2024-04-01,Headphones,Accessories,South,2,272,24.71,247.29
2023-11-12,Headphones,Accessories,West,2,1126,204.99,921.01
2023-10-22,Mouse,Accessories,West,7,8155,2177.38,5977.62
2023-03-29,Smartwatch,Electronics,East,7,4298,358.38,3939.62
2022-12-17,Smartphone,Electronics,East,5,1365,310.66,1054.34
2024-11-28,Camera,Electronics,West,6,4116,381.35,3734.65
2022-04-07,Headphones,Accessories,South,8,904,181.45,722.55
2024-12-05,Smartwatch,Electronics,South,1,70,10.64,59.36
2023-09-03,Keyboard,Accessories,East,2,344,72.87,271.13
2023-08-19,Printer,Office,East,1,330,78.52,251.48
2024-08-17,Headphones,Accessories,South,2,518,34.22,483.78
2022-08-18,Mouse,Accessories,North,9,2763,458.4,2304.6
2022-03-26,Smartwatch,Electronics,North,2,2298,343.53,1954.47
2024-10-02,Monitor,Accessories,South,1,436,73.89,362.11
2022-09-28,Mouse,Accessories,East,6,1824,213.47,1610.53
2024-05-12,Laptop,Electronics,North,5,1540,411.83,1128.17
2023-03-14,Tablet,Electronics,East,7,5572,385.82,5186.18
2023-09-21,Monitor,Accessories,East,6,3030,335.71,2694.29
2024-05-02,Monitor,Accessories,West,5,1245,345.84,899.16
2022-01-31,Tablet,Electronics,South,4,1252,326.69,925.31
2024-06-04,Camera,Electronics,North,9,4959,479.28,4479.72
2023-02-16,Monitor,Accessories,West,7,8162,443.81,7718.19
2023-05-26,Monitor,Accessories,East,5,1370,253.92,1116.08
2023-12-28,Tablet,Electronics,North,3,3111,607.23,2503.77
2022-10-10,Mouse,Accessories,South,7,7805,1078.03,6726.97
2024-04-21,Smartphone,Electronics,South,9,10314,2729.6,7584.4
2023-09-29,Keyboard,Accessories,South,9,10782,2730.14,8051.86
2024-10-22,Monitor,Accessories,West,5,4375,987.96,3387.04
2023-07-31,Monitor,Accessories,North,5,2265,595.05,1669.95
2022-04-15,Laptop,Electronics,East,1,166,9.69,156.31
2024-04-24,Headphones,Accessories,North,7,7217,1481.7,5735.3
2022-01-16,Tablet,Electronics,East,3,1767,186.54,1580.46
2023-12-06,Laptop,Electronics,East,3,2883,557.81,2325.19
2024-09-04,Smartwatch,Electronics,South,3,1338,396.08,941.92
2024-08-24,Printer,Office,East,9,9459,604.06,8854.94
2022-06-10,Printer,Office,North,3,168,45.31,122.69
2022-10-03,Smartphone,Electronics,South,9,4536,479.78,4056.22
2022-02-25,Mouse,Accessories,East,4,4404,793.7,3610.3
2023-08-18,Monitor,Accessories,North,4,1952,148.67,1803.33
2022-12-23,Mouse,Accessories,North,3,2004,467.76,1536.24
2022-06-30,Keyboard,Accessories,South,4,468,131.48,336.52
2024-11-10,Smartphone,Electronics,West,9,8667,1597.49,7069.51
2024-02-24,Printer,Office,West,7,6097,567.32,5529.68
2022-04-11,Headphones,Accessories,South,9,4752,1415.65,3336.35
2023-05-10,Keyboard,Accessories,East,1,1172,124.9,1047.1
2022-05-20,Keyboard,Accessories,North,2,1608,170.29,1437.71
2023-05-21,Printer,Office,South,7,7595,969.07,6625.93
2024-07-17,Smartwatch,Electronics,West,1,1142,306.84,835.16
2024-11-18,Keyboard,Accessories,North,2,116,13.67,102.33
2022-06-06,Smartphone,Electronics,East,9,3951,908.13,3042.87
2023-12-21,Keyboard,Accessories,East,2,1606,138.96,1467.04
2022-11-16,Headphones,Accessories,South,3,2025,403.0,1622.0
2023-07-24,Smartwatch,Electronics,West,2,2006,235.52,1770.48
2024-06-05,Camera,Electronics,South,9,9423,652.06,8770.94
2022-08-24,Laptop,Electronics,North,4,2276,399.94,1876.06
2022-08-22,Monitor,Accessories,West,5,4880,664.06,4215.94
2024-11-18,Laptop,Electronics,East,3,1773,183.15,1589.85
2023-01-21,Smartwatch,Electronics,South,9,2718,195.97,2522.03
2022-11-07,Headphones,Accessories,East,4,3168,939.45,2228.55
2022-01-31,Camera,Electronics,West,2,1716,368.06,1347.94
2024-02-07,Smartphone,Electronics,West,2,214,14.08,199.92
2024-06-04,Camera,Electronics,East,2,2092,366.12,1725.88
2024-03-21,Headphones,Accessories,West,3,225,46.96,178.04
2023-03-26,Smartwatch,Electronics,East,1,859,217.67,641.33
2022-04-10,Printer,Office,West,2,2070,183.41,1886.59
2024-06-10,Keyboard,Accessories,South,6,3240,758.19,2481.81
2022-10-08,Tablet,Electronics,East,2,1748,506.52,1241.48
2023-07-06,Mouse,Accessories,West,8,2080,108.48,1971.52
2022-06-18,Smartwatch,Electronics,North,3,2193,521.14,1671.86
2023-06-08,Headphones,Accessories,West,5,2080,614.77,1465.23
2022-05-13,Mouse,Accessories,South,5,5070,986.39,4083.61
2024-03-08,Laptop,Electronics,South,7,469,47.4,421.6
2023-10-08,Printer,Office,South,1,802,153.55,648.45
2024-12-31,Smartphone,Electronics,West,6,930,213.6,716.4
2022-03-11,Smartwatch,Electronics,South,1,495,55.17,439.83
2024-08-01,Monitor,Accessories,East,6,4938,847.89,4090.11
2022-08-21,Tablet,Electronics,South,2,1300,267.46,1032.54
2024-12-11,Mouse,Accessories,South,7,2100,131.67,1968.33
2024-03-13,Camera,Electronics,South,2,2248,636.52,1611.48
2023-12-05,Headphones,Accessories,North,8,7096,991.23,6104.77
2022-05-13,Headphones,Accessories,East,3,1992,252.21,1739.79
2022-01-29,Camera,Electronics,South,4,4056,1189.26,2866.74
2022-12-22,Camera,Electronics,East,2,1986,208.88,1777.12
2024-04-07,Printer,Office,East,3,1635,196.73,1438.27
2022-03-05,Smartwatch,Electronics,East,9,3132,443.27,2688.73
2023-05-21,Smartphone,Electronics,South,8,7064,1554.52,5509.48
2024-03-16,Camera,Electronics,East,1,907,249.2,657.8
2023-01-14,Mouse,Accessories,South,9,7938,1191.41,6746.59
2023-11-11,Printer,Office,South,4,4360,1207.46,3152.54
2024-08-19,Keyboard,Accessories,West,3,375,95.04,279.96
2022-09-24,Monitor,Accessories,North,7,826,101.01,724.99
2023-11-04,Headphones,Accessories,East,1,1011,186.42,824.58
2023-09-09,Mouse,Accessories,East,3,807,148.58,658.42
2024-12-17,Headphones,Accessories,North,2,1840,367.7,1472.3
2022-02-07,Keyboard,Accessories,West,5,4550,1039.34,3510.66
2024-01-07,Smartphone,Electronics,North,9,8793,901.7,7891.3
2024-07-09,Headphones,Accessories,North,5,310,32.01,277.99
2023-11-28,Headphones,Accessories,East,3,1143,275.04,867.96
2022-03-10,Monitor,Accessories,West,3,2610,740.21,1869.79
2022-07-31,Tablet,Electronics,West,6,1494,269.25,1224.75
2023-07-05,Smartphone,Electronics,North,4,1524,189.32,1334.68
2023-11-21,Tablet,Electronics,North,9,9441,2171.42,7269.58
2022-06-18,Smartphone,Electronics,South,4,3520,417.26,3102.74
2023-03-29,Tablet,Electronics,West,2,390,103.99,286.01
2024-01-27,Printer,Office,South,3,3219,255.09,2963.91
2024-09-29,Laptop,Electronics,North,1,450,75.89,374.11
2023-08-12,Smartwatch,Electronics,South,4,828,216.98,611.02
2022-01-17,Printer,Office,East,1,1146,152.79,993.21
2024-07-09,Monitor,Accessories,West,3,1986,361.33,1624.67
2023-03-21,Smartwatch,Electronics,North,8,7264,1776.83,5487.17
2023-06-08,Laptop,Electronics,East,7,7469,915.63,6553.37
2024-03-19,Laptop,Electronics,South,5,1385,165.55,1219.45
2023-03-13,Tablet,Electronics,North,4,4556,315.07,4240.93
2024-02-08,Monitor,Accessories,North,3,456,61.42,394.58
2024-11-15,Monitor,Accessories,North,2,1984,125.13,1858.87
2024-09-17,Smartwatch,Electronics,North,6,5178,1321.58,3856.42
2023-05-11,Smartwatch,Electronics,West,1,281,30.51,250.49
2024-11-26,Monitor,Accessories,South,9,3033,177.92,2855.08
2022-03-27,Camera,Electronics,East,3,1107,65.88,1041.12
2022-04-10,Mouse,Accessories,South,3,1446,356.7,1089.3
2024-07-27,Printer,Office,North,3,1335,263.04,1071.96
2023-01-23,Mouse,Accessories,South,2,266,20.11,245.89
2024-04-22,Smartphone,Electronics,West,6,648,162.3,485.7
2023-03-15,Tablet,Electronics,South,2,344,80.87,263.13
2024-05-25,Smartphone,Electronics,West,6,5724,1640.19,4083.81
2022-03-16,Headphones,Accessories,East,5,4920,323.38,4596.62
2023-01-07,Camera,Electronics,West,5,5440,457.04,4982.96
2024-04-25,Smartphone,Electronics,West,7,7994,908.65,7085.35
2023-10-23,Camera,Electronics,South,9,3780,724.36,3055.64
2023-05-27,Smartphone,Electronics,North,1,1017,209.97,807.03
2023-01-31,Smartphone,Electronics,West,6,1578,82.85,1495.15
2023-10-09,Smartphone,Electronics,South,2,912,161.37,750.63
2024-04-29,Laptop,Electronics,West,6,2520,182.59,2337.41
2024-12-06,Mouse,Accessories,East,8,2632,262.55,2369.45
2023-07-10,Monitor,Accessories,West,6,6582,729.68,5852.32
2024-01-16,Camera,Electronics,East,8,3432,172.69,3259.31
2023-09-10,Keyboard,Accessories,South,2,1030,254.65,775.35
2022-10-13,Mouse,Accessories,West,8,1192,289.91,902.09
2024-07-24,Printer,Office,West,9,7083,994.47,6088.53
2022-02-22,Printer,Office,South,7,3675,227.14,3447.86
2023-10-30,Monitor,Accessories,North,4,4740,833.27,3906.73
2024-04-14,Headphones,Accessories,East,4,1716,364.96,1351.04
2023-02-07,Printer,Office,South,7,3528,260.06,3267.94
2022-06-22,Camera,Electronics,South,3,777,71.72,705.28
2022-04-29,Camera,Electronics,East,4,3368,558.93,2809.07
2022-10-11,Tablet,Electronics,North,4,4240,251.46,3988.54
2022-04-15,Laptop,Electronics,South,3,3285,292.87,2992.13
2023-01-14,Smartphone,Electronics,South,6,4872,612.73,4259.27
2022-08-24,Smartphone,Electronics,East,9,2466,638.41,1827.59
2024-10-26,Tablet,Electronics,West,5,2465,497.19,1967.81
2023-05-15,Tablet,Electronics,North,3,612,40.15,571.85
2022-10-25,Tablet,Electronics,South,5,4170,658.98,3511.02
2023-03-13,Camera,Electronics,South,8,1088,160.33,927.67
2024-07-30,Keyboard,Accessories,West,2,1626,354.49,1271.51
2023-11-06,Smartphone,Electronics,North,6,6486,359.49,6126.51
2022-12-14,Monitor,Accessories,West,8,6968,1226.22,5741.78
2024-01-03,Smartphone,Electronics,North,1,357,82.86,274.14
2024-02-17,Laptop,Electronics,South,1,454,58.4,395.6
2024-04-04,Tablet,Electronics,East,3,3582,501.47,3080.53
2024-06-25,Tablet,Electronics,West,9,3762,484.75,3277.25
2024-10-31,Smartwatch,Electronics,South,9,6642,394.48,6247.52
2024-09-25,Monitor,Accessories,West,4,408,45.2,362.8
2024-03-08,Tablet,Electronics,West,1,105,25.26,79.74
2024-05-04,Tablet,Electronics,West,3,2682,584.69,2097.31
2022-07-11,Keyboard,Accessories,East,7,497,76.31,420.69
2022-08-19,Printer,Office,South,7,4823,420.58,4402.42
2024-10-01,Smartwatch,Electronics,North,8,4048,666.1,3381.9
2023-10-19,Printer,Office,South,7,2758,459.02,2298.98
2022-12-23,Smartphone,Electronics,North,8,4096,266.35,3829.65
2024-10-11,Printer,Office,North,8,7264,1318.0,5946.0
2022-04-09,Mouse,Accessories,East,6,4302,957.38,3344.62
2022-03-03,Printer,Office,North,7,3297,583.86,2713.14
2023-01-27,Printer,Office,North,5,5960,1139.78,4820.22
2024-01-22,Keyboard,Accessories,West,1,386,114.9,271.1
2022-01-20,Printer,Office,West,1,684,170.36,513.64
2022-06-15,Laptop,Electronics,South,3,1275,168.64,1106.36
2023-05-18,Mouse,Accessories,North,9,5949,368.51,5580.49
2023-02-06,Camera,Electronics,East,7,5159,755.22,4403.78
2022-07-01,Monitor,Accessories,North,4,1100,127.13,972.87
2024-01-26,Mouse,Accessories,South,2,290,50.23,239.77
2023-08-05,Smartwatch,Electronics,East,8,7144,492.1,6651.9
2022-08-09,Keyboard,Accessories,West,5,4200,330.48,3869.52
2022-02-08,Monitor,Accessories,North,6,5022,291.89,4730.11
2024-12-13,Smartphone,Electronics,West,2,2354,371.34,1982.66
2024-10-10,Smartphone,Electronics,South,2,2032,149.7,1882.3
2024-10-15,Printer,Office,South,8,9528,1942.35,7585.65
2024-05-25,Keyboard,Accessories,South,2,2372,275.88,2096.12
2022-02-14,Laptop,Electronics,West,3,2703,609.75,2093.25
2023-05-04,Laptop,Electronics,South,4,1264,267.82,996.18
2024-05-21,Smartphone,Electronics,South,4,1624,333.74,1290.26
2023-05-14,Mouse,Accessories,West,8,2976,507.77,2468.23
2024-07-02,Headphones,Accessories,West,6,4998,863.82,4134.18
2024-04-18,Printer,Office,South,1,445,29.57,415.43
2022-10-20,Printer,Office,West,1,98,28.57,69.43
2022-08-22,Tablet,Electronics,North,7,4102,354.03,3747.97
2022-01-11,Printer,Office,North,1,1016,171.31,844.69
2023-08-18,Headphones,Accessories,South,4,1960,234.88,1725.12
2024-09-15,Mouse,Accessories,West,7,2751,675.95,2075.05
2022-07-15,Smartphone,Electronics,East,7,4032,742.98,3289.02
2024-07-28,Smartphone,Electronics,West,7,5978,1791.25,4186.75
